system:index,count,theft_risk,.geo
+421987+149690,40,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.815496817831,26.892532284030988]}"
+421987+149739,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81556419147732,26.902656297283016]}"
+421987+149808,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81551285917536,26.914873385147043]}"
+421988+149735,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81574385453413,26.90184781352731]}"
+421989+149666,28,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81546794341115,26.889168734945738]}"
+421989+149725,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81592351759096,26.90014101448748]}"
+421989+149806,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81592351759096,26.91469372209022]}"
+421990+149658,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81601334911937,26.88810358968028]}"
+421990+149729,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81610318064779,26.90085966671478]}"
+421991+149754,15,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81595945020233,26.905123669930067]}"
+421991+149766,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81628284370461,26.907507199817264]}"
+421992+149661,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81646250676144,26.888642578850753]}"
+421992+149665,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81646250676144,26.88936123107805]}"
+421992+149740,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81646250676144,26.902835960339843]}"
+421992+149761,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81646250676144,26.906608884533142]}"
+421993+149664,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81664216981825,26.889181568021225]}"
+421993+149756,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81670205750386,26.90559079387781]}"
+421994+149715,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81682183287508,26.898344383919245]}"
+421994+149776,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81664216981825,26.90921399885709]}"
+421995+149748,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8169565801677,26.904138517501814]}"
+421995+149769,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8170014959319,26.908046188987736]}"
+421995+149794,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8170014959319,26.91253776540833]}"
+421996+149626,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81718115898873,26.882354371861915]}"
+421996+149779,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81718115898873,26.909842819555973]}"
+421996+149783,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81718115898873,26.910561471783268]}"
+421997+149651,31,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81690876661226,26.886260594452217]}"
+421999+149677,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81758540086658,26.891382440467318]}"
+421999+149762,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81744067229303,26.906628847095014]}"
+421999+149764,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81763031663078,26.907147873703614]}"
+422000+149659,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81775608077056,26.888211387514378]}"
+422000+149682,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8177201481592,26.89223583998723]}"
+422000+149743,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81780997968761,26.903285117981902]}"
+422000+149841,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81789981121602,26.920892097550645]}"
+422001+149637,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81807947427285,26.884330665486978]}"
+422001+149747,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81807947427285,26.904003770209197]}"
+422001+149776,11,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81796514323669,26.909058835308013]}"
+422001+149798,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81807947427285,26.913166586107216]}"
+422002+149649,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81825913732968,26.886486622168867]}"
+422002+149732,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81807947427285,26.90139865588525]}"
+422002+149737,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81819924964407,26.90223708348376]}"
+422002+149778,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81825913732968,26.90966315649915]}"
+422003+149653,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81834896885809,26.887205274396162]}"
+422005+149658,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81861846344331,26.88795387046626]}"
+422006+149736,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81888795802855,26.902117308112544]}"
+422006+149743,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81897778955697,26.90337494951031]}"
+422006+149756,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81897778955697,26.90562073772061]}"
+422009+149638,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81947186296324,26.884330665486978]}"
+422009+149854,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81942694719903,26.923317548817767]}"
+422010+149647,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81960661025585,26.886037464526805]}"
+422010+149662,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81969644178426,26.888822241907576]}"
+422010+149749,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81969644178426,26.904363096322843]}"
+422010+149784,10,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81939101458767,26.910417741337813]}"
+422010+149790,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81954672257025,26.911639450124213]}"
+422011+149632,18,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81972638562708,26.8827236792565]}"
+422011+149651,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81987610484109,26.886845948282513]}"
+422011+149655,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81987610484109,26.88756460050981]}"
+422011+149661,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81987610484109,26.888642578850753]}"
+422011+149708,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81978627331267,26.896996910993064]}"
+422011+149714,12,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81972638562708,26.897790422827367]}"
